5, 5, 5, 5, 1, simple, 316, 8, 1783956, 35472, 0.2248
5, 5, 5, 15, 1, simple, 426, 9, 2382554, 42276, 0.3144
5, 5, 5, 25, 1, simple, 540, 9, 3046299, 45644, 0.4055
5, 5, 5, 35, 1, simple, 641, 10, 3456787, 47396, 0.4467
5, 5, 5, 45, 1, simple, 747, 10, 4004704, 47152, 0.4468
5, 5, 15, 5, 1, simple, 371, 18, 2159670, 91632, 0.6845
5, 5, 15, 15, 1, simple, 615, 20, 3470093, 96750, 0.8799
5, 5, 15, 25, 1, simple, 807, 18, 4637634, 90642, 0.6913
5, 5, 15, 35, 1, simple, 915, 18, 5314535, 95260, 0.804
5, 5, 15, 45, 1, simple, 1071, 18, 6165781, 96672, 0.9077
5, 5, 25, 5, 1, simple, 386, 21, 2289223, 109890, 0.78
5, 5, 25, 15, 1, simple, 621, 20, 3645951, 109464, 0.8938
5, 5, 25, 25, 1, simple, 843, 20, 5048400, 111300, 0.884
5, 5, 25, 35, 1, simple, 999, 21, 5856757, 110890, 0.9299
5, 5, 25, 45, 1, simple, 1101, 19, 6491408, 101992, 0.7754
5, 5, 35, 5, 1, simple, 372, 22, 2231485, 114934, 0.7755
5, 5, 35, 15, 1, simple, 630, 21, 3727109, 112140, 0.764
5, 5, 35, 25, 1, simple, 844, 21, 4965584, 116264, 0.8938
5, 5, 35, 35, 1, simple, 1024, 23, 6050679, 116226, 0.9274
5, 5, 35, 45, 1, simple, 1178, 21, 6984025, 117090, 0.9351
5, 5, 45, 5, 1, simple, 403, 22, 2425172, 121190, 0.7611
5, 5, 45, 15, 1, simple, 640, 23, 3799115, 118502, 0.909
5, 5, 45, 25, 1, simple, 881, 22, 5254761, 120038, 0.7698
5, 5, 45, 35, 1, simple, 1023, 20, 6038496, 114822, 0.8337
5, 5, 45, 45, 1, simple, 1209, 22, 7137202, 120744, 0.9368
5, 15, 5, 5, 1, simple, 391, 9, 2420290, 42880, 0.2452
5, 15, 5, 15, 1, simple, 544, 9, 3277077, 49142, 0.3526
5, 15, 5, 25, 1, simple, 686, 10, 4011995, 52668, 0.4394
5, 15, 5, 35, 1, simple, 842, 11, 4831160, 56324, 0.472
5, 15, 5, 45, 1, simple, 929, 11, 5335766, 54042, 0.4797
5, 15, 15, 5, 1, simple, 434, 18, 2784534, 94988, 0.7191
5, 15, 15, 15, 1, simple, 716, 19, 4423922, 103396, 0.8773
5, 15, 15, 25, 1, simple, 938, 19, 5660737, 105080, 0.9022
5, 15, 15, 35, 1, simple, 1138, 20, 6782253, 106844, 0.9097
5, 15, 15, 45, 1, simple, 1307, 19, 7726086, 107348, 0.9034
5, 15, 25, 5, 1, simple, 476, 21, 2913404, 113626, 0.7933
5, 15, 25, 15, 1, simple, 777, 22, 4586094, 112062, 0.7106
5, 15, 25, 25, 1, simple, 993, 21, 5980484, 120176, 0.9209
5, 15, 25, 35, 1, simple, 1175, 22, 7085982, 119300, 0.93
5, 15, 25, 45, 1, simple, 1396, 23, 8099151, 118674, 0.9296
5, 15, 35, 5, 1, simple, 492, 24, 3007983, 122844, 0.8084
5, 15, 35, 15, 1, simple, 781, 23, 4708282, 125114, 0.9111
5, 15, 35, 25, 1, simple, 1032, 23, 6086504, 125468, 0.9316
5, 15, 35, 35, 1, simple, 1254, 23, 7401176, 125728, 0.9273
5, 15, 35, 45, 1, simple, 1404, 22, 8472725, 125384, 0.908
5, 15, 45, 5, 1, simple, 471, 22, 2898805, 121860, 0.7741
5, 15, 45, 15, 1, simple, 788, 24, 4895446, 127418, 0.921
5, 15, 45, 25, 1, simple, 1022, 23, 6204528, 127714, 0.936
5, 15, 45, 35, 1, simple, 1203, 23, 7350273, 127662, 0.9377
5, 15, 45, 45, 1, simple, 1413, 23, 8529294, 127746, 0.931
5, 25, 5, 5, 1, simple, 449, 10, 2825304, 48926, 0.2465
5, 25, 5, 15, 1, simple, 599, 11, 3625678, 55038, 0.369
5, 25, 5, 25, 1, simple, 750, 11, 4420922, 56914, 0.4302
5, 25, 5, 35, 1, simple, 864, 11, 5013884, 54860, 0.4659
5, 25, 5, 45, 1, simple, 998, 11, 5793108, 58326, 0.491
5, 25, 15, 5, 1, simple, 485, 21, 3036954, 98428, 0.7006
5, 25, 15, 15, 1, simple, 759, 20, 4621265, 104766, 0.8861
5, 25, 15, 25, 1, simple, 967, 20, 5882116, 107538, 0.8983
5, 25, 15, 35, 1, simple, 1183, 20, 7023399, 107698, 0.9021
5, 25, 15, 45, 1, simple, 1329, 19, 7933190, 108576, 0.912
5, 25, 25, 5, 1, simple, 508, 23, 3171517, 117458, 0.7988
5, 25, 25, 15, 1, simple, 826, 22, 5164673, 124468, 0.9149
5, 25, 25, 25, 1, simple, 1018, 22, 6325886, 121988, 0.9069
5, 25, 25, 35, 1, simple, 1213, 21, 7346366, 118606, 0.9268
5, 25, 25, 45, 1, simple, 1419, 21, 8565438, 122002, 0.9322
5, 25, 35, 5, 1, simple, 529, 23, 3283766, 123688, 0.8
5, 25, 35, 15, 1, simple, 797, 23, 4909649, 125090, 0.9206
5, 25, 35, 25, 1, simple, 1038, 23, 6403969, 127498, 0.9241
5, 25, 35, 35, 1, simple, 1236, 22, 7493651, 127002, 0.923
5, 25, 35, 45, 1, simple, 1428, 22, 8641749, 128744, 0.937
