m,m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall
10, 30, 45, 55, 1, heuristic, 4863, 31, 23491932, 177914, 0.9779
10, 30, 45, 60, 1, heuristic, 5092, 33, 24570376, 178382, 0.9786
10, 30, 45, 65, 1, heuristic, 5224, 32, 25105940, 176120, 0.9685
10, 30, 45, 70, 1, heuristic, 5426, 32, 25855542, 176116, 0.9784
10, 30, 45, 75, 1, heuristic, 5604, 32, 26825986, 177310, 0.9774
10, 30, 45, 80, 1, heuristic, 5689, 31, 27241391, 176024, 0.9363
10, 30, 45, 85, 1, heuristic, 5898, 32, 28064645, 178404, 0.9791
10, 30, 45, 90, 1, heuristic, 6083, 32, 28958736, 179072, 0.9788
10, 30, 45, 95, 1, heuristic, 6207, 32, 29477041, 178470, 0.9784
10, 35, 5, 5, 1, heuristic, 1601, 8, 7497269, 46132, 0.1482
10, 35, 5, 10, 1, heuristic, 1759, 9, 8273174, 53494, 0.1867
10, 35, 5, 15, 1, heuristic, 1895, 11, 8977236, 56220, 0.2032
10, 35, 5, 20, 1, heuristic, 2017, 12, 9563926, 58794, 0.2403
10, 35, 5, 25, 1, heuristic, 2026, 10, 9528951, 55200, 0.2304
10, 35, 5, 30, 1, heuristic, 2123, 11, 10023106, 59920, 0.2544
10, 35, 5, 35, 1, heuristic, 2253, 10, 10341192, 55854, 0.2272
10, 35, 5, 40, 1, heuristic, 2325, 11, 10845691, 58624, 0.2388
10, 35, 5, 45, 1, heuristic, 2442, 11, 11281967, 60366, 0.2644
10, 35, 5, 50, 1, heuristic, 2492, 11, 11482635, 56586, 0.2439
10, 35, 5, 55, 1, heuristic, 2708, 11, 12356964, 61594, 0.2969
10, 35, 5, 60, 1, heuristic, 2645, 11, 12082845, 58430, 0.2647
10, 35, 5, 65, 1, heuristic, 2742, 11, 12379249, 59418, 0.2673
10, 35, 5, 70, 1, heuristic, 2833, 11, 12708267, 59508, 0.289
10, 35, 5, 75, 1, heuristic, 2919, 11, 13110742, 60420, 0.2914
10, 35, 5, 80, 1, heuristic, 2849, 10, 12641734, 53810, 0.2825
10, 35, 5, 85, 1, heuristic, 3058, 11, 13635893, 61030, 0.2814
10, 35, 5, 90, 1, heuristic, 3196, 12, 14148280, 60798, 0.2946
10, 35, 5, 95, 1, heuristic, 3157, 10, 13951370, 55216, 0.2424
10, 35, 10, 5, 1, heuristic, 2371, 16, 10717729, 82552, 0.546
10, 35, 10, 10, 1, heuristic, 2579, 17, 11893490, 87662, 0.5984
10, 35, 10, 15, 1, heuristic, 2727, 17, 12580813, 87640, 0.638
10, 35, 10, 20, 1, heuristic, 2929, 17, 13517795, 87718, 0.6587
10, 35, 10, 25, 1, heuristic, 3008, 18, 14217568, 90298, 0.6791
10, 35, 10, 30, 1, heuristic, 3200, 18, 15093683, 91366, 0.6904
10, 35, 10, 35, 1, heuristic, 3345, 17, 15708673, 90228, 0.6927
10, 35, 10, 40, 1, heuristic, 3460, 17, 16347234, 94286, 0.7118
10, 35, 10, 45, 1, heuristic, 3609, 17, 17072090, 91994, 0.7124
10, 35, 10, 50, 1, heuristic, 3709, 18, 17414984, 93536, 0.724
10, 35, 10, 55, 1, heuristic, 3886, 18, 18192486, 92530, 0.7156
10, 35, 10, 60, 1, heuristic, 3938, 18, 18335128, 92350, 0.7315
10, 35, 10, 65, 1, heuristic, 4054, 17, 18608169, 91946, 0.7274
10, 35, 10, 70, 1, heuristic, 4199, 18, 19151797, 91470, 0.7305
10, 35, 10, 75, 1, heuristic, 4293, 18, 19715349, 93820, 0.7355
10, 35, 10, 80, 1, heuristic, 4475, 18, 20148674, 93690, 0.7395
10, 35, 10, 85, 1, heuristic, 4534, 18, 20569976, 92836, 0.7423
10, 35, 10, 90, 1, heuristic, 4660, 18, 21043618, 94852, 0.7489
10, 35, 10, 95, 1, heuristic, 4862, 18, 21652069, 91508, 0.7382
10, 35, 15, 5, 1, heuristic, 2790, 21, 12925138, 107480, 0.7289
10, 35, 15, 10, 1, heuristic, 2971, 21, 13817267, 109044, 0.7951
10, 35, 15, 15, 1, heuristic, 3157, 21, 14843737, 110522, 0.8211
10, 35, 15, 20, 1, heuristic, 3413, 22, 16029750, 114398, 0.8427
10, 35, 15, 25, 1, heuristic, 3611, 22, 16918239, 114470, 0.8566
10, 35, 15, 30, 1, heuristic, 3799, 23, 17895542, 116638, 0.853
10, 35, 15, 35, 1, heuristic, 4074, 22, 18529294, 115122, 0.8678
10, 35, 15, 40, 1, heuristic, 4210, 23, 19424013, 116934, 0.8708
10, 35, 15, 45, 1, heuristic, 4281, 22, 19866781, 117152, 0.8795
10, 35, 15, 50, 1, heuristic, 4331, 22, 20387915, 116688, 0.8819
10, 35, 15, 55, 1, heuristic, 4562, 23, 21292611, 119646, 0.8852
10, 35, 15, 60, 1, heuristic, 4692, 22, 21827074, 116276, 0.8873
10, 35, 15, 65, 1, heuristic, 4851, 23, 22473678, 117786, 0.8323
10, 35, 15, 70, 1, heuristic, 4936, 25, 22670723, 118422, 0.888
10, 35, 15, 75, 1, heuristic, 5006, 23, 22992102, 117720, 0.8863
10, 35, 15, 80, 1, heuristic, 5240, 23, 23907701, 117084, 0.8834
10, 35, 15, 85, 1, heuristic, 5381, 22, 24560443, 120260, 0.8961
10, 35, 15, 90, 1, heuristic, 5434, 23, 24834950, 118888, 0.896
10, 35, 15, 95, 1, heuristic, 5553, 23, 25114173, 115730, 0.895
10, 35, 20, 5, 1, heuristic, 3073, 24, 13842619, 123058, 0.8228
10, 35, 20, 10, 1, heuristic, 3244, 24, 14925668, 128840, 0.8862
10, 35, 20, 15, 1, heuristic, 3397, 25, 15981966, 133422, 0.9057
10, 35, 20, 20, 1, heuristic, 3701, 26, 17280348, 135002, 0.918
10, 35, 20, 25, 1, heuristic, 3796, 25, 18028688, 132308, 0.9107
10, 35, 20, 30, 1, heuristic, 4238, 31, 19185452, 137812, 0.9272
10, 35, 20, 35, 1, heuristic, 4507, 29, 19872642, 133706, 0.9302
10, 35, 20, 40, 1, heuristic, 4442, 27, 20395097, 135672, 0.9168
10, 35, 20, 45, 1, heuristic, 4608, 25, 21369990, 134482, 0.9383
10, 35, 20, 50, 1, heuristic, 4754, 27, 22094008, 137920, 0.9389
10, 35, 20, 55, 1, heuristic, 4914, 26, 22714175, 135912, 0.9392
10, 35, 20, 60, 1, heuristic, 5054, 25, 23489940, 136776, 0.9419
10, 35, 20, 65, 1, heuristic, 5202, 25, 23926543, 135660, 0.9405
10, 35, 20, 70, 1, heuristic, 5487, 26, 24414595, 134866, 0.9431
10, 35, 20, 75, 1, heuristic, 5536, 26, 24947874, 138654, 0.9438
10, 35, 20, 80, 1, heuristic, 5631, 25, 25535980, 135874, 0.9441
10, 35, 20, 85, 1, heuristic, 5709, 26, 26309113, 137848, 0.9447
10, 35, 20, 90, 1, heuristic, 5928, 27, 26825243, 134078, 0.9439
10, 35, 20, 95, 1, heuristic, 6003, 27, 27111230, 136356, 0.9439
10, 35, 25, 5, 1, heuristic, 3096, 25, 14260415, 138834, 0.8743
10, 35, 25, 10, 1, heuristic, 3220, 26, 15185741, 141782, 0.9172
10, 35, 25, 15, 1, heuristic, 3461, 27, 16472848, 146866, 0.9411
10, 35, 25, 20, 1, heuristic, 3620, 28, 17175328, 144714, 0.9487
10, 35, 25, 25, 1, heuristic, 3874, 29, 18470879, 148330, 0.9531
10, 35, 25, 30, 1, heuristic, 4045, 28, 19134759, 148112, 0.9539
10, 35, 25, 35, 1, heuristic, 4235, 27, 20134724, 148030, 0.9578
10, 35, 25, 40, 1, heuristic, 4398, 29, 20880873, 149458, 0.9566
10, 35, 25, 45, 1, heuristic, 4656, 28, 22016533, 151406, 0.949
10, 35, 25, 50, 1, heuristic, 4748, 27, 22374005, 149040, 0.949
10, 35, 25, 55, 1, heuristic, 4906, 29, 23049454, 148300, 0.9595
10, 35, 25, 60, 1, heuristic, 5190, 27, 23799575, 149958, 0.9614
10, 35, 25, 65, 1, heuristic, 5253, 27, 24665965, 148240, 0.9607
10, 35, 25, 70, 1, heuristic, 5489, 28, 25146952, 149928, 0.9614
10, 35, 25, 75, 1, heuristic, 5580, 27, 26033733, 150336, 0.962
10, 35, 25, 80, 1, heuristic, 5730, 29, 26646525, 150886, 0.9618
10, 35, 25, 85, 1, heuristic, 5920, 29, 27425947, 150614, 0.963
10, 35, 25, 90, 1, heuristic, 6086, 27, 28048492, 149300, 0.9483
10, 35, 25, 95, 1, heuristic, 6353, 29, 28111763, 150100, 0.9625
10, 35, 30, 5, 1, heuristic, 3204, 29, 14334854, 148812, 0.9085
10, 35, 30, 10, 1, heuristic, 3235, 28, 15110202, 153962, 0.9418
10, 35, 30, 15, 1, heuristic, 3456, 29, 16205000, 152556, 0.9568
10, 35, 30, 20, 1, heuristic, 3682, 29, 17489488, 159588, 0.9597
10, 35, 30, 25, 1, heuristic, 3858, 31, 18401775, 157782, 0.9652
10, 35, 30, 30, 1, heuristic, 4115, 32, 19546840, 159440, 0.9641
10, 35, 30, 35, 1, heuristic, 4298, 29, 20398970, 157508, 0.9648
10, 35, 30, 40, 1, heuristic, 4406, 28, 21103108, 157836, 0.9573
10, 35, 30, 45, 1, heuristic, 4676, 30, 22346115, 160826, 0.9678
10, 35, 30, 50, 1, heuristic, 4798, 30, 22812031, 160438, 0.9671
10, 35, 30, 55, 1, heuristic, 5125, 30, 23991537, 159038, 0.9672
10, 35, 30, 60, 1, heuristic, 5213, 29, 24376002, 158812, 0.969
10, 35, 30, 65, 1, heuristic, 5450, 29, 25256366, 159492, 0.97
10, 35, 30, 70, 1, heuristic, 5610, 30, 26175471, 159938, 0.9692
10, 35, 30, 75, 1, heuristic, 5766, 31, 26715194, 160778, 0.9698
10, 35, 30, 80, 1, heuristic, 5824, 29, 27221968, 158014, 0.9701
10, 35, 30, 85, 1, heuristic, 6082, 29, 27864544, 162136, 0.9705
10, 35, 30, 90, 1, heuristic, 6197, 30, 28329166, 161278, 0.9646
10, 35, 30, 95, 1, heuristic, 6320, 31, 29215893, 161544, 0.9711
10, 35, 35, 5, 1, heuristic, 3302, 31, 14189491, 159118, 0.9215
10, 35, 35, 10, 1, heuristic, 3443, 30, 14910703, 162422, 0.9542
10, 35, 35, 15, 1, heuristic, 3539, 31, 16132462, 164534, 0.967
10, 35, 35, 20, 1, heuristic, 3869, 33, 17185054, 165732, 0.9519
10, 35, 35, 25, 1, heuristic, 3956, 30, 18475515, 165582, 0.9717
10, 35, 35, 30, 1, heuristic, 4143, 33, 19670832, 165134, 0.9735
10, 35, 35, 35, 1, heuristic, 4309, 33, 20468856, 169272, 0.9737
10, 35, 35, 40, 1, heuristic, 4447, 32, 21268742, 167882, 0.9748
10, 35, 35, 45, 1, heuristic, 4699, 31, 22223683, 166912, 0.9746
10, 35, 35, 50, 1, heuristic, 4871, 32, 23053186, 168020, 0.975
10, 35, 35, 55, 1, heuristic, 5085, 30, 24050130, 166782, 0.9745
10, 35, 35, 60, 1, heuristic, 5166, 30, 24928805, 168528, 0.9654
10, 35, 35, 65, 1, heuristic, 5355, 30, 25176970, 167372, 0.975
10, 35, 35, 70, 1, heuristic, 5499, 30, 26084155, 167542, 0.9748
10, 35, 35, 75, 1, heuristic, 5791, 30, 27024655, 168230, 0.9753
10, 35, 35, 80, 1, heuristic, 5903, 33, 27502485, 166174, 0.9747
10, 35, 35, 85, 1, heuristic, 5984, 30, 28212279, 169306, 0.9746
10, 35, 35, 90, 1, heuristic, 6140, 30, 28979465, 167572, 0.9756
10, 35, 35, 95, 1, heuristic, 6281, 30, 29464866, 169634, 0.9747
10, 35, 40, 5, 1, heuristic, 3050, 30, 13934910, 164236, 0.9337
10, 35, 40, 10, 1, heuristic, 3112, 32, 14785631, 171500, 0.9606
10, 35, 40, 15, 1, heuristic, 3296, 31, 15927592, 171714, 0.9715
10, 35, 40, 20, 1, heuristic, 3519, 30, 16910106, 169758, 0.9739
10, 35, 40, 25, 1, heuristic, 3733, 31, 18173839, 173954, 0.9752
10, 35, 40, 30, 1, heuristic, 4025, 31, 19339625, 171842, 0.9756
10, 35, 40, 35, 1, heuristic, 4210, 33, 20099745, 172700, 0.9758
10, 35, 40, 40, 1, heuristic, 4378, 34, 21130491, 173414, 0.9765
10, 35, 40, 45, 1, heuristic, 4680, 31, 22197676, 174190, 0.9764
10, 35, 40, 50, 1, heuristic, 4809, 32, 23073677, 173498, 0.9765
10, 35, 40, 55, 1, heuristic, 5060, 33, 24031560, 175802, 0.977
10, 35, 40, 60, 1, heuristic, 5372, 33, 24856262, 175610, 0.977
10, 35, 40, 65, 1, heuristic, 5556, 32, 25571997, 177064, 0.9767
10, 35, 40, 70, 1, heuristic, 5566, 33, 26260153, 174294, 0.9768
10, 35, 40, 75, 1, heuristic, 5802, 33, 26768061, 175266, 0.9775
10, 35, 40, 80, 1, heuristic, 6066, 34, 27560563, 174338, 0.9774
10, 35, 40, 85, 1, heuristic, 6065, 33, 28097646, 175216, 0.9771
10, 35, 40, 90, 1, heuristic, 6305, 31, 28808351, 174606, 0.977
10, 35, 40, 95, 1, heuristic, 6746, 36, 29451028, 176654, 0.9777
10, 35, 45, 5, 1, heuristic, 3001, 32, 13238358, 168224, 0.9367
10, 35, 45, 10, 1, heuristic, 3050, 34, 14067106, 175940, 0.9677
10, 35, 45, 15, 1, heuristic, 3267, 34, 15433933, 176250, 0.9726
10, 35, 45, 20, 1, heuristic, 3389, 32, 16445543, 177690, 0.9751
10, 35, 45, 25, 1, heuristic, 3662, 32, 18022080, 179828, 0.9773
10, 35, 45, 30, 1, heuristic, 3882, 32, 19075103, 178626, 0.9671
10, 35, 45, 35, 1, heuristic, 4070, 32, 20028425, 180922, 0.9754
10, 35, 45, 40, 1, heuristic, 4347, 32, 21226981, 177600, 0.9784
10, 35, 45, 45, 1, heuristic, 4490, 32, 22045761, 177586, 0.9774
10, 35, 45, 50, 1, heuristic, 4653, 32, 22791089, 178614, 0.9785
10, 35, 45, 55, 1, heuristic, 4891, 33, 23674087, 178574, 0.9785
10, 35, 45, 60, 1, heuristic, 4987, 32, 24346005, 179394, 0.9784
10, 35, 45, 65, 1, heuristic, 5249, 32, 25535965, 182036, 0.9789
10, 35, 45, 70, 1, heuristic, 5359, 32, 25974325, 179476, 0.9787
10, 35, 45, 75, 1, heuristic, 5585, 33, 26749440, 181284, 0.966
10, 35, 45, 80, 1, heuristic, 5731, 32, 27270039, 178284, 0.9784
10, 35, 45, 85, 1, heuristic, 5953, 32, 28138668, 179096, 0.9688
10, 35, 45, 90, 1, heuristic, 6135, 35, 28829285, 180218, 0.9786
10, 35, 45, 95, 1, heuristic, 6557, 34, 29632434, 182620, 0.9775
10, 40, 5, 5, 1, heuristic, 1590, 9, 7320327, 50042, 0.1499
10, 40, 5, 10, 1, heuristic, 1774, 11, 8015487, 55716, 0.1901
10, 40, 5, 15, 1, heuristic, 1862, 11, 8458278, 52854, 0.2181
10, 40, 5, 20, 1, heuristic, 1983, 12, 9200722, 57526, 0.2109
10, 40, 5, 25, 1, heuristic, 2125, 12, 9788341, 59854, 0.2666
10, 40, 5, 30, 1, heuristic, 2214, 11, 9899988, 59392, 0.2374
10, 40, 5, 35, 1, heuristic, 2260, 10, 10456583, 58818, 0.2291
10, 40, 5, 40, 1, heuristic, 2300, 13, 10563464, 60652, 0.2343
10, 40, 5, 45, 1, heuristic, 2418, 11, 10974234, 56768, 0.2405
10, 40, 5, 50, 1, heuristic, 2414, 11, 11358163, 59180, 0.254
10, 40, 5, 55, 1, heuristic, 2524, 12, 11796336, 59260, 0.2496
10, 40, 5, 60, 1, heuristic, 2634, 12, 12360491, 62926, 0.3153
10, 40, 5, 65, 1, heuristic, 2682, 11, 12336444, 57318, 0.2459
10, 40, 5, 70, 1, heuristic, 2874, 11, 12613976, 59282, 0.2858
10, 40, 5, 75, 1, heuristic, 3063, 13, 13133831, 62372, 0.3044
10, 40, 5, 80, 1, heuristic, 3203, 12, 12986614, 58326, 0.247
10, 40, 5, 85, 1, heuristic, 3302, 12, 13544417, 59674, 0.2564
10, 40, 5, 90, 1, heuristic, 3310, 14, 13597977, 60312, 0.31
10, 40, 5, 95, 1, heuristic, 3368, 13, 13810683, 60990, 0.2557
10, 40, 10, 5, 1, heuristic, 2430, 19, 10405698, 83164, 0.5749
10, 40, 10, 10, 1, heuristic, 2683, 19, 11841100, 87566, 0.6044
10, 40, 10, 15, 1, heuristic, 2902, 19, 12734937, 88038, 0.6367
10, 40, 10, 20, 1, heuristic, 3071, 18, 13373565, 89444, 0.6592
10, 40, 10, 25, 1, heuristic, 3202, 20, 14110915, 91628, 0.6786
10, 40, 10, 30, 1, heuristic, 3489, 20, 15207398, 92718, 0.6874
10, 40, 10, 35, 1, heuristic, 3685, 29, 15843177, 93372, 0.6978
10, 40, 10, 40, 1, heuristic, 3974, 20, 16151972, 91068, 0.7083
10, 40, 10, 45, 1, heuristic, 3924, 20, 16737569, 94608, 0.7189
10, 40, 10, 50, 1, heuristic, 4131, 20, 17537067, 94314, 0.7252
10, 40, 10, 55, 1, heuristic, 4282, 21, 18072807, 94160, 0.7213
10, 40, 10, 60, 1, heuristic, 4280, 21, 18183164, 92966, 0.7236
10, 40, 10, 65, 1, heuristic, 4431, 20, 19014911, 94374, 0.7313
10, 40, 10, 70, 1, heuristic, 4486, 19, 19390657, 93548, 0.7378
10, 40, 10, 75, 1, heuristic, 4787, 21, 19739660, 96664, 0.7388
10, 40, 10, 80, 1, heuristic, 4946, 22, 20071696, 92160, 0.7386
10, 40, 10, 85, 1, heuristic, 4954, 20, 20533344, 93378, 0.7425
10, 40, 10, 90, 1, heuristic, 5048, 21, 21059305, 95866, 0.746
10, 40, 10, 95, 1, heuristic, 5147, 21, 21261155, 94262, 0.756
10, 40, 15, 5, 1, heuristic, 2924, 22, 12633476, 108972, 0.7424
10, 40, 15, 10, 1, heuristic, 3163, 22, 13564171, 108486, 0.796
10, 40, 15, 15, 1, heuristic, 3331, 27, 14828872, 115282, 0.82
10, 40, 15, 20, 1, heuristic, 3751, 24, 15944015, 114924, 0.8456
10, 40, 15, 25, 1, heuristic, 3899, 27, 16809181, 115620, 0.8552
10, 40, 15, 30, 1, heuristic, 4219, 27, 17493157, 117124, 0.8682
10, 40, 15, 35, 1, heuristic, 4347, 25, 18540270, 117338, 0.868
10, 40, 15, 40, 1, heuristic, 4450, 27, 19008868, 119266, 0.8749
10, 40, 15, 45, 1, heuristic, 4667, 25, 19833585, 118948, 0.8746
10, 40, 15, 50, 1, heuristic, 4878, 32, 20504769, 118368, 0.8826
10, 40, 15, 55, 1, heuristic, 5000, 25, 21264402, 117920, 0.8824
10, 40, 15, 60, 1, heuristic, 5296, 35, 21483055, 116344, 0.8897
10, 40, 15, 65, 1, heuristic, 5351, 24, 22184480, 119438, 0.886
10, 40, 15, 70, 1, heuristic, 5317, 26, 22784827, 118832, 0.8863
10, 40, 15, 75, 1, heuristic, 5446, 26, 23444058, 120128, 0.8905
10, 40, 15, 80, 1, heuristic, 5641, 26, 24011766, 122206, 0.8954
10, 40, 15, 85, 1, heuristic, 5764, 23, 24456296, 120338, 0.8907
10, 40, 15, 90, 1, heuristic, 5938, 27, 24957864, 119418, 0.8936
10, 40, 15, 95, 1, heuristic, 6247, 25, 25654018, 119832, 0.8926
10, 40, 20, 5, 1, heuristic, 3216, 26, 13593404, 123652, 0.8305
10, 40, 20, 10, 1, heuristic, 3432, 27, 14805699, 129066, 0.8697
10, 40, 20, 15, 1, heuristic, 3750, 30, 16007965, 132106, 0.9088
10, 40, 20, 20, 1, heuristic, 3861, 28, 17184493, 135084, 0.9167
10, 40, 20, 25, 1, heuristic, 4224, 31, 17757404, 135214, 0.9231
10, 40, 20, 30, 1, heuristic, 4442, 30, 18690753, 132342, 0.9277
10, 40, 20, 35, 1, heuristic, 4501, 31, 19454367, 136316, 0.9304
10, 40, 20, 40, 1, heuristic, 4792, 28, 20386354, 135576, 0.9253
10, 40, 20, 45, 1, heuristic, 4489, 25, 20923616, 135664, 0.9366
10, 40, 20, 50, 1, heuristic, 4565, 25, 21825251, 137658, 0.9371
10, 40, 20, 55, 1, heuristic, 4735, 26, 22537418, 138748, 0.9304
10, 40, 20, 60, 1, heuristic, 5000, 25, 23467822, 138470, 0.9417
10, 40, 20, 65, 1, heuristic, 5101, 26, 24143042, 139266, 0.9419
10, 40, 20, 70, 1, heuristic, 5525, 30, 24526439, 136636, 0.943
10, 40, 20, 75, 1, heuristic, 5386, 29, 25098777, 137166, 0.9435
10, 40, 20, 80, 1, heuristic, 5474, 26, 25380868, 135918, 0.944
10, 40, 20, 85, 1, heuristic, 5671, 26, 26414093, 137730, 0.9445
10, 40, 20, 90, 1, heuristic, 5733, 26, 26850684, 139566, 0.945
10, 40, 20, 95, 1, heuristic, 5863, 25, 27208951, 136972, 0.9447
10, 40, 25, 5, 1, heuristic, 3034, 26, 14039256, 138714, 0.8816
10, 40, 25, 10, 1, heuristic, 3203, 27, 15320016, 145818, 0.923
10, 40, 25, 15, 1, heuristic, 3359, 27, 16191004, 146184, 0.9201
10, 40, 25, 20, 1, heuristic, 3610, 27, 17375412, 148564, 0.946
10, 40, 25, 25, 1, heuristic, 3787, 27, 18319653, 148000, 0.9508
10, 40, 25, 30, 1, heuristic, 4022, 28, 19527221, 150522, 0.9556
10, 40, 25, 35, 1, heuristic, 4137, 27, 19961744, 148428, 0.9466
10, 40, 25, 40, 1, heuristic, 4369, 27, 21159007, 148266, 0.9562
10, 40, 25, 45, 1, heuristic, 4506, 27, 21715189, 149128, 0.9584
10, 40, 25, 50, 1, heuristic, 4731, 28, 22766029, 149898, 0.9587
10, 40, 25, 55, 1, heuristic, 4905, 27, 23512445, 150014, 0.9598
10, 40, 25, 60, 1, heuristic, 5143, 28, 23938667, 152700, 0.9601
10, 40, 25, 65, 1, heuristic, 5178, 27, 24513910, 149616, 0.9385
10, 40, 25, 70, 1, heuristic, 5304, 27, 25175975, 149434, 0.9608
10, 40, 25, 75, 1, heuristic, 5523, 29, 25859464, 150976, 0.9622
10, 40, 25, 80, 1, heuristic, 5729, 31, 26617675, 148002, 0.9615
10, 40, 25, 85, 1, heuristic, 5888, 28, 27449772, 152402, 0.9626
10, 40, 25, 90, 1, heuristic, 5937, 27, 27786755, 152382, 0.9611
10, 40, 25, 95, 1, heuristic, 6163, 27, 28677657, 149672, 0.9624
10, 40, 30, 5, 1, heuristic, 3106, 28, 14542844, 152132, 0.901
10, 40, 30, 10, 1, heuristic, 3200, 28, 15145634, 155588, 0.9452
10, 40, 30, 15, 1, heuristic, 3326, 28, 15957014, 154834, 0.9564
10, 40, 30, 20, 1, heuristic, 3602, 34, 17234203, 154700, 0.9608
10, 40, 30, 25, 1, heuristic, 3984, 33, 18281988, 158676, 0.9643
10, 40, 30, 30, 1, heuristic, 4181, 30, 19856340, 161506, 0.9531
10, 40, 30, 35, 1, heuristic, 4244, 31, 20272154, 159608, 0.9653
10, 40, 30, 40, 1, heuristic, 4516, 30, 21279765, 158992, 0.9675
10, 40, 30, 45, 1, heuristic, 4784, 31, 22339241, 160222, 0.9677
10, 40, 30, 50, 1, heuristic, 5079, 35, 22810014, 158834, 0.9181
10, 40, 30, 55, 1, heuristic, 5281, 33, 23759502, 161442, 0.9675
10, 40, 30, 60, 1, heuristic, 5316, 30, 24437013, 161624, 0.9695
10, 40, 30, 65, 1, heuristic, 5436, 29, 25287552, 159014, 0.9696
10, 40, 30, 70, 1, heuristic, 5488, 29, 25683592, 161112, 0.9703
10, 40, 30, 75, 1, heuristic, 5809, 31, 26481118, 161118, 0.9701
10, 40, 30, 80, 1, heuristic, 5852, 29, 27449854, 162738, 0.9576
10, 40, 30, 85, 1, heuristic, 5899, 30, 27559657, 161986, 0.9708
10, 40, 30, 90, 1, heuristic, 6018, 29, 28271527, 160874, 0.9709
10, 40, 30, 95, 1, heuristic, 6131, 29, 29029318, 161844, 0.9702
10, 40, 35, 5, 1, heuristic, 3085, 30, 14411112, 161450, 0.9271
10, 40, 35, 10, 1, heuristic, 3166, 30, 15043409, 166228, 0.9575
10, 40, 35, 15, 1, heuristic, 3369, 32, 16086245, 165686, 0.9668
10, 40, 35, 20, 1, heuristic, 3523, 30, 17079968, 165764, 0.9696
10, 40, 35, 25, 1, heuristic, 3787, 30, 18300249, 167682, 0.9709
10, 40, 35, 30, 1, heuristic, 3933, 31, 19194636, 168496, 0.972
10, 40, 35, 35, 1, heuristic, 4189, 31, 20324102, 168912, 0.9737
10, 40, 35, 40, 1, heuristic, 4333, 30, 21093293, 167834, 0.9745
10, 40, 35, 45, 1, heuristic, 4611, 31, 22236025, 170562, 0.9737
10, 40, 35, 50, 1, heuristic, 4792, 32, 22723059, 167772, 0.9624
10, 40, 35, 55, 1, heuristic, 4962, 31, 23861486, 169396, 0.9748
10, 40, 35, 60, 1, heuristic, 5126, 30, 24512145, 167560, 0.9742
10, 40, 35, 65, 1, heuristic, 5314, 33, 25416786, 174094, 0.9749
10, 40, 35, 70, 1, heuristic, 5484, 32, 26102373, 169196, 0.9656
10, 40, 35, 75, 1, heuristic, 5652, 31, 26785769, 169420, 0.9755
10, 40, 35, 80, 1, heuristic, 5890, 34, 27794221, 170146, 0.9754
10, 40, 35, 85, 1, heuristic, 6054, 30, 28259594, 169022, 0.9734
10, 40, 35, 90, 1, heuristic, 6133, 33, 28854046, 168872, 0.9756
10, 40, 35, 95, 1, heuristic, 6396, 30, 29159833, 167196, 0.9753
10, 40, 40, 5, 1, heuristic, 2999, 31, 13621573, 167630, 0.9289
10, 40, 40, 10, 1, heuristic, 3128, 33, 14286311, 170402, 0.9603
10, 40, 40, 15, 1, heuristic, 3348, 32, 15744611, 173434, 0.9692
10, 40, 40, 20, 1, heuristic, 3583, 37, 16906747, 172982, 0.974
10, 40, 40, 25, 1, heuristic, 3902, 36, 18254483, 177986, 0.9736
10, 40, 40, 30, 1, heuristic, 3979, 32, 19135478, 174588, 0.9604
10, 40, 40, 35, 1, heuristic, 4247, 31, 20231382, 174858, 0.9758
10, 40, 40, 40, 1, heuristic, 4393, 32, 21436270, 175346, 0.977
10, 40, 40, 45, 1, heuristic, 4578, 32, 22315621, 176860, 0.9763
10, 40, 40, 50, 1, heuristic, 4790, 32, 22765854, 172504, 0.9767
10, 40, 40, 55, 1, heuristic, 4957, 32, 23815036, 177754, 0.9774
10, 40, 40, 60, 1, heuristic, 5065, 31, 24417652, 175348, 0.9774
10, 40, 40, 65, 1, heuristic, 5252, 32, 25350105, 175996, 0.9762
10, 40, 40, 70, 1, heuristic, 5530, 34, 26512425, 179370, 0.9766
10, 40, 40, 75, 1, heuristic, 5493, 31, 26615634, 172866, 0.9768
10, 40, 40, 80, 1, heuristic, 5987, 36, 28062561, 178380, 0.9672
10, 40, 40, 85, 1, heuristic, 6095, 33, 28060462, 174912, 0.977
10, 40, 40, 90, 1, heuristic, 6027, 31, 28575897, 174790, 0.9775
10, 40, 40, 95, 1, heuristic, 6244, 32, 29289195, 175916, 0.9774
10, 40, 45, 5, 1, heuristic, 2864, 32, 13318633, 173826, 0.9373
10, 40, 45, 10, 1, heuristic, 2867, 31, 13703171, 173932, 0.9584
10, 40, 45, 15, 1, heuristic, 3123, 31, 15244820, 167812, 0.8735
10, 40, 45, 20, 1, heuristic, 3408, 32, 16789032, 179218, 0.9758
10, 40, 45, 25, 1, heuristic, 3641, 32, 17964855, 182348, 0.9776
10, 40, 45, 30, 1, heuristic, 3841, 32, 18857151, 182278, 0.9772
10, 40, 45, 35, 1, heuristic, 4097, 33, 20026905, 184394, 0.9685
10, 40, 45, 40, 1, heuristic, 4359, 34, 20970214, 180622, 0.9788
