m,m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall
5, 5, 5, 5, 1, heuristic, 482, 5, 2211218, 22148, 0.1074
5, 5, 5, 10, 1, heuristic, 534, 5, 2418658, 23002, 0.1
5, 5, 5, 15, 1, heuristic, 621, 6, 2819999, 27226, 0.1552
5, 5, 5, 20, 1, heuristic, 675, 6, 3012049, 29786, 0.143
5, 5, 5, 25, 1, heuristic, 731, 6, 3269289, 29644, 0.1831
5, 5, 5, 30, 1, heuristic, 755, 6, 3279890, 29396, 0.1396
5, 5, 5, 35, 1, heuristic, 844, 7, 3706994, 32240, 0.1969
5, 5, 5, 40, 1, heuristic, 918, 6, 4159175, 29760, 0.1065
5, 5, 5, 45, 1, heuristic, 913, 6, 4011901, 29094, 0.1701
5, 5, 5, 50, 1, heuristic, 897, 6, 3825638, 28352, 0.1813
5, 5, 5, 55, 1, heuristic, 1005, 7, 4349433, 33710, 0.2072
5, 5, 5, 60, 1, heuristic, 1019, 7, 4356290, 32166, 0.2132
5, 5, 5, 65, 1, heuristic, 1080, 6, 4667270, 29088, 0.1324
5, 5, 5, 70, 1, heuristic, 1087, 6, 4653687, 30252, 0.1943
5, 5, 5, 75, 1, heuristic, 1090, 5, 4592233, 24534, 0.1364
5, 5, 5, 80, 1, heuristic, 1193, 7, 5053117, 31818, 0.236
5, 5, 5, 85, 1, heuristic, 1120, 6, 4684288, 28062, 0.1393
5, 5, 5, 90, 1, heuristic, 1267, 6, 5323455, 30546, 0.1907
5, 5, 5, 95, 1, heuristic, 1251, 7, 5149878, 31024, 0.191
5, 5, 10, 5, 1, heuristic, 710, 12, 3265085, 55948, 0.4596
5, 5, 10, 10, 1, heuristic, 840, 13, 3970014, 62308, 0.5529
5, 5, 10, 15, 1, heuristic, 931, 13, 4349744, 64804, 0.6219
5, 5, 10, 20, 1, heuristic, 1060, 13, 4971158, 63968, 0.3978
5, 5, 10, 25, 1, heuristic, 1104, 13, 5159411, 63532, 0.5095
5, 5, 10, 30, 1, heuristic, 1272, 14, 5927653, 69718, 0.7187
5, 5, 10, 35, 1, heuristic, 1327, 14, 6203179, 65490, 0.5451
5, 5, 10, 40, 1, heuristic, 1408, 14, 6662662, 66960, 0.649
5, 5, 10, 45, 1, heuristic, 1472, 14, 6934447, 69182, 0.6996
5, 5, 10, 50, 1, heuristic, 1563, 14, 7259147, 68376, 0.6932
5, 5, 10, 55, 1, heuristic, 1671, 14, 7839201, 70474, 0.6174
5, 5, 10, 60, 1, heuristic, 1773, 15, 8259539, 77586, 0.7316
5, 5, 10, 65, 1, heuristic, 1889, 15, 8680925, 71724, 0.7779
5, 5, 10, 70, 1, heuristic, 1960, 14, 9051329, 70708, 0.7799
5, 5, 10, 75, 1, heuristic, 2067, 14, 9451970, 71498, 0.7821
5, 5, 10, 80, 1, heuristic, 2120, 15, 9599859, 71714, 0.7084
5, 5, 10, 85, 1, heuristic, 2010, 14, 9057016, 66854, 0.6269
5, 5, 10, 90, 1, heuristic, 2355, 18, 10963608, 87326, 0.7489
5, 5, 10, 95, 1, heuristic, 2214, 15, 10015287, 71074, 0.6252
5, 5, 15, 5, 1, heuristic, 774, 16, 3554874, 70732, 0.4297
5, 5, 15, 10, 1, heuristic, 879, 15, 4100716, 78884, 0.5686
5, 5, 15, 15, 1, heuristic, 1079, 18, 4968670, 85154, 0.7947
5, 5, 15, 20, 1, heuristic, 1158, 17, 5477186, 85392, 0.7215
5, 5, 15, 25, 1, heuristic, 1280, 17, 6149881, 86414, 0.7505
5, 5, 15, 30, 1, heuristic, 1387, 18, 6591362, 86430, 0.8123
5, 5, 15, 35, 1, heuristic, 1493, 17, 7055183, 83492, 0.7088
5, 5, 15, 40, 1, heuristic, 1543, 17, 7329632, 82412, 0.7317
5, 5, 15, 45, 1, heuristic, 1819, 17, 8630947, 89598, 0.8727
5, 5, 15, 50, 1, heuristic, 1819, 18, 8683798, 90324, 0.8736
5, 5, 15, 55, 1, heuristic, 1900, 18, 9101777, 89470, 0.8802
5, 5, 15, 60, 1, heuristic, 1993, 17, 9638466, 89608, 0.8572
5, 5, 15, 65, 1, heuristic, 2123, 18, 10124140, 90234, 0.88
5, 5, 15, 70, 1, heuristic, 2216, 17, 10723416, 89614, 0.8825
5, 5, 15, 75, 1, heuristic, 2189, 17, 10574454, 83062, 0.7171
5, 5, 15, 80, 1, heuristic, 2375, 17, 11390071, 89896, 0.8866
5, 5, 15, 85, 1, heuristic, 2368, 18, 11345096, 95722, 0.7715
5, 5, 15, 90, 1, heuristic, 2522, 17, 12022831, 90432, 0.8623
5, 5, 15, 95, 1, heuristic, 2650, 17, 12615387, 90076, 0.8861
5, 5, 20, 5, 1, heuristic, 803, 18, 3838233, 90830, 0.6904
5, 5, 20, 10, 1, heuristic, 893, 18, 4438877, 93824, 0.7122
5, 5, 20, 15, 1, heuristic, 1049, 19, 5195426, 96804, 0.8053
5, 5, 20, 20, 1, heuristic, 1197, 19, 5920084, 97740, 0.8765
5, 5, 20, 25, 1, heuristic, 1349, 19, 6701701, 100524, 0.8996
5, 5, 20, 30, 1, heuristic, 1429, 18, 7085944, 92696, 0.6861
5, 5, 20, 35, 1, heuristic, 1484, 17, 7316471, 90648, 0.723
5, 5, 20, 40, 1, heuristic, 1686, 19, 8255285, 98534, 0.9048
5, 5, 20, 45, 1, heuristic, 1803, 18, 8944239, 98314, 0.7516
5, 5, 20, 50, 1, heuristic, 1889, 19, 9382482, 99608, 0.9106
5, 5, 20, 55, 1, heuristic, 1953, 19, 9537352, 98034, 0.877
5, 5, 20, 60, 1, heuristic, 2049, 22, 10100293, 97740, 0.8165
5, 5, 20, 65, 1, heuristic, 2033, 18, 9918158, 97488, 0.7884
5, 5, 20, 70, 1, heuristic, 2328, 19, 11349824, 99628, 0.9135
5, 5, 20, 75, 1, heuristic, 2431, 19, 11865643, 99678, 0.9067
5, 5, 20, 80, 1, heuristic, 2534, 19, 12276648, 99418, 0.9163
5, 5, 20, 85, 1, heuristic, 2617, 19, 12673600, 101674, 0.9175
5, 5, 20, 90, 1, heuristic, 2700, 19, 13087509, 100502, 0.9154
5, 5, 20, 95, 1, heuristic, 2882, 25, 13559890, 100546, 0.9151
5, 5, 25, 5, 1, heuristic, 806, 20, 3785937, 101670, 0.7581
5, 5, 25, 10, 1, heuristic, 875, 15, 4248961, 74494, 0.404
5, 5, 25, 15, 1, heuristic, 1103, 22, 5317143, 105356, 0.8981
5, 5, 25, 20, 1, heuristic, 1175, 21, 5749427, 102340, 0.7955
5, 5, 25, 25, 1, heuristic, 1300, 19, 6340732, 97388, 0.4766
5, 5, 25, 30, 1, heuristic, 1468, 21, 7209480, 105818, 0.8521
5, 5, 25, 35, 1, heuristic, 1517, 18, 7406514, 93330, 0.5186
5, 5, 25, 40, 1, heuristic, 1749, 21, 8532967, 105414, 0.9225
5, 5, 25, 45, 1, heuristic, 1837, 21, 9129934, 106954, 0.9197
5, 5, 25, 50, 1, heuristic, 1911, 21, 9546044, 107396, 0.9242
5, 5, 25, 55, 1, heuristic, 2046, 22, 10128368, 107406, 0.9124
5, 5, 25, 60, 1, heuristic, 2183, 20, 10710939, 106534, 0.9244
5, 5, 25, 65, 1, heuristic, 2292, 20, 11271184, 107248, 0.9233
5, 5, 25, 70, 1, heuristic, 2363, 21, 11576318, 106366, 0.9243
5, 5, 25, 75, 1, heuristic, 2463, 21, 12055032, 106244, 0.9255
5, 5, 25, 80, 1, heuristic, 2707, 21, 13304627, 113924, 0.9264
5, 5, 25, 85, 1, heuristic, 2538, 20, 12153194, 103802, 0.8073
5, 5, 25, 90, 1, heuristic, 2729, 20, 13309251, 105806, 0.9095
5, 5, 25, 95, 1, heuristic, 2794, 21, 13533838, 106192, 0.7797
5, 5, 30, 5, 1, heuristic, 695, 18, 3495565, 95006, 0.4672
5, 5, 30, 10, 1, heuristic, 857, 20, 4302163, 108422, 0.7905
5, 5, 30, 15, 1, heuristic, 1052, 21, 5269904, 111104, 0.8043
5, 5, 30, 20, 1, heuristic, 1201, 22, 5944229, 109734, 0.9111
5, 5, 30, 25, 1, heuristic, 1319, 22, 6604459, 112718, 0.8061
5, 5, 30, 30, 1, heuristic, 1375, 20, 6863374, 102936, 0.7584
5, 5, 30, 35, 1, heuristic, 1621, 21, 8007929, 111184, 0.9294
5, 5, 30, 40, 1, heuristic, 1722, 21, 8522105, 108754, 0.8797
5, 5, 30, 45, 1, heuristic, 1825, 21, 9180109, 114294, 0.8522
5, 5, 30, 50, 1, heuristic, 1812, 20, 9065874, 103294, 0.7019
5, 5, 30, 55, 1, heuristic, 2069, 22, 10043707, 112220, 0.8591
5, 5, 30, 60, 1, heuristic, 2323, 22, 11452554, 117084, 0.9318
5, 5, 30, 65, 1, heuristic, 2164, 20, 10651552, 106680, 0.7975
5, 5, 30, 70, 1, heuristic, 2434, 21, 11981381, 110582, 0.9216
5, 5, 30, 75, 1, heuristic, 2596, 20, 12770955, 110722, 0.9334
5, 5, 30, 80, 1, heuristic, 2586, 20, 12846477, 110532, 0.9341
5, 5, 30, 85, 1, heuristic, 2674, 21, 13274003, 112168, 0.9337
5, 5, 30, 90, 1, heuristic, 2791, 20, 13789347, 111918, 0.9143
5, 5, 30, 95, 1, heuristic, 2843, 20, 14102119, 111744, 0.935
5, 5, 35, 5, 1, heuristic, 646, 19, 3197885, 99562, 0.5656
5, 5, 35, 10, 1, heuristic, 803, 21, 4041311, 109570, 0.7759
5, 5, 35, 15, 1, heuristic, 971, 20, 4970939, 105010, 0.6477
5, 5, 35, 20, 1, heuristic, 1172, 21, 5923685, 112218, 0.8945
5, 5, 35, 25, 1, heuristic, 1314, 21, 6655298, 113686, 0.9285
5, 5, 35, 30, 1, heuristic, 1431, 21, 7220656, 112790, 0.8876
5, 5, 35, 35, 1, heuristic, 1583, 20, 8051553, 112192, 0.8604
5, 5, 35, 40, 1, heuristic, 1678, 21, 8490088, 111534, 0.8584
5, 5, 35, 45, 1, heuristic, 1821, 20, 9232437, 113404, 0.9233
5, 5, 35, 50, 1, heuristic, 1937, 21, 9759866, 112848, 0.9335
5, 5, 35, 55, 1, heuristic, 2021, 20, 10159049, 113202, 0.8838
5, 5, 35, 60, 1, heuristic, 2185, 20, 10936940, 114196, 0.9344
5, 5, 35, 65, 1, heuristic, 2298, 20, 11416074, 111564, 0.8867
5, 5, 35, 70, 1, heuristic, 2407, 21, 12015616, 114272, 0.9222
5, 5, 35, 75, 1, heuristic, 2539, 22, 12625555, 122082, 0.9362
5, 5, 35, 80, 1, heuristic, 2641, 21, 13067527, 113876, 0.9268
5, 5, 35, 85, 1, heuristic, 2736, 21, 13553611, 114634, 0.9271
5, 5, 35, 90, 1, heuristic, 2845, 21, 14016257, 112904, 0.9188
5, 5, 35, 95, 1, heuristic, 2887, 21, 14201683, 114128, 0.9367
5, 5, 40, 5, 1, heuristic, 647, 20, 3249887, 105088, 0.5721
5, 5, 40, 10, 1, heuristic, 785, 20, 4013635, 108610, 0.7322
5, 5, 40, 15, 1, heuristic, 991, 18, 4960124, 93386, 0.4263
5, 5, 40, 20, 1, heuristic, 1203, 22, 5950618, 115218, 0.9116
5, 5, 40, 25, 1, heuristic, 1277, 20, 6510459, 109822, 0.8069
5, 5, 40, 30, 1, heuristic, 1462, 21, 7361167, 115676, 0.8934
5, 5, 40, 35, 1, heuristic, 1611, 21, 8091256, 115360, 0.9112
5, 5, 40, 40, 1, heuristic, 1724, 21, 8739597, 115932, 0.9324
5, 5, 40, 45, 1, heuristic, 1880, 21, 9518665, 115660, 0.9343
5, 5, 40, 50, 1, heuristic, 1951, 21, 9836661, 114222, 0.936
5, 5, 40, 55, 1, heuristic, 2052, 22, 10316333, 115984, 0.8629
5, 5, 40, 60, 1, heuristic, 2297, 23, 11588767, 125862, 0.9359
5, 5, 40, 65, 1, heuristic, 2339, 21, 11679838, 116574, 0.9351
5, 5, 40, 70, 1, heuristic, 2445, 20, 12193372, 116042, 0.936
5, 5, 40, 75, 1, heuristic, 2558, 21, 12709698, 115614, 0.9364
5, 5, 40, 80, 1, heuristic, 2496, 21, 12353664, 113704, 0.8809
5, 5, 40, 85, 1, heuristic, 2842, 21, 14122075, 114420, 0.9377
5, 5, 40, 90, 1, heuristic, 2841, 21, 14071963, 115016, 0.9378
5, 5, 40, 95, 1, heuristic, 2991, 21, 14684661, 115758, 0.9383
5, 5, 45, 5, 1, heuristic, 621, 19, 3147857, 101384, 0.56
5, 5, 45, 10, 1, heuristic, 822, 19, 4175931, 95554, 0.481
5, 5, 45, 15, 1, heuristic, 1022, 22, 5154835, 116508, 0.9189
5, 5, 45, 20, 1, heuristic, 1108, 20, 5707642, 106384, 0.6991
5, 5, 45, 25, 1, heuristic, 1308, 21, 6701252, 116684, 0.9328
5, 5, 45, 30, 1, heuristic, 1406, 22, 7195582, 103566, 0.6818
5, 5, 45, 35, 1, heuristic, 1587, 19, 8118929, 107296, 0.6112
5, 5, 45, 40, 1, heuristic, 1678, 21, 8541565, 112174, 0.7856
5, 5, 45, 45, 1, heuristic, 1764, 21, 8936700, 113556, 0.8854
5, 5, 45, 50, 1, heuristic, 2141, 24, 11004022, 130084, 0.9353
5, 5, 45, 55, 1, heuristic, 2097, 21, 10768526, 115726, 0.9363
5, 5, 45, 60, 1, heuristic, 2212, 22, 11234762, 117216, 0.9383
5, 5, 45, 65, 1, heuristic, 2270, 21, 11404728, 117710, 0.8732
5, 5, 45, 70, 1, heuristic, 2412, 21, 12100763, 116442, 0.9186
5, 5, 45, 75, 1, heuristic, 2519, 21, 12666233, 117070, 0.9374
5, 5, 45, 80, 1, heuristic, 2681, 24, 13439791, 130324, 0.9385
5, 5, 45, 85, 1, heuristic, 2756, 21, 13681930, 117474, 0.9316
5, 5, 45, 90, 1, heuristic, 2919, 22, 14504898, 122850, 0.9405
5, 5, 45, 95, 1, heuristic, 2804, 23, 13641161, 112696, 0.814
5, 10, 5, 5, 1, heuristic, 668, 6, 3033532, 28146, 0.12
5, 10, 5, 10, 1, heuristic, 732, 6, 3376982, 31416, 0.1556
5, 10, 5, 15, 1, heuristic, 828, 7, 3845856, 34358, 0.1753
5, 10, 5, 20, 1, heuristic, 911, 10, 4190222, 35634, 0.1821
5, 10, 5, 25, 1, heuristic, 996, 7, 4499084, 34102, 0.1738
5, 10, 5, 30, 1, heuristic, 1060, 7, 4773138, 36890, 0.2079
5, 10, 5, 35, 1, heuristic, 1138, 8, 5159896, 39618, 0.24
5, 10, 5, 40, 1, heuristic, 1165, 9, 5345256, 39538, 0.2394
5, 10, 5, 45, 1, heuristic, 1217, 8, 5473921, 37138, 0.1831
5, 10, 5, 50, 1, heuristic, 1270, 8, 5709373, 38256, 0.2347
5, 10, 5, 55, 1, heuristic, 1310, 7, 5809530, 36052, 0.2154
5, 10, 5, 60, 1, heuristic, 1361, 7, 6075979, 35380, 0.196
5, 10, 5, 65, 1, heuristic, 1474, 8, 6544547, 38344, 0.2147
5, 10, 5, 70, 1, heuristic, 1483, 7, 6569763, 35896, 0.1832
5, 10, 5, 75, 1, heuristic, 1535, 8, 6747182, 36324, 0.1977
5, 10, 5, 80, 1, heuristic, 1634, 7, 7201519, 38346, 0.2502
5, 10, 5, 85, 1, heuristic, 1550, 7, 6758974, 36714, 0.1847
5, 10, 5, 90, 1, heuristic, 1615, 7, 6990057, 35934, 0.2053
5, 10, 5, 95, 1, heuristic, 1655, 7, 7187841, 38212, 0.2233
5, 10, 10, 5, 1, heuristic, 844, 13, 4016375, 63710, 0.4815
5, 10, 10, 10, 1, heuristic, 1011, 14, 4937839, 70148, 0.6149
5, 10, 10, 15, 1, heuristic, 1126, 14, 5423794, 71058, 0.6643
5, 10, 10, 20, 1, heuristic, 1258, 15, 6069200, 72724, 0.6973
5, 10, 10, 25, 1, heuristic, 1437, 16, 6663178, 74320, 0.7161
5, 10, 10, 30, 1, heuristic, 1600, 14, 7278287, 74600, 0.7297
5, 10, 10, 35, 1, heuristic, 1672, 17, 7750626, 77110, 0.7472
5, 10, 10, 40, 1, heuristic, 1872, 16, 8299296, 75380, 0.7469
5, 10, 10, 45, 1, heuristic, 1963, 16, 8858032, 77274, 0.7727
5, 10, 10, 50, 1, heuristic, 1975, 15, 9190899, 77196, 0.7595
5, 10, 10, 55, 1, heuristic, 2058, 16, 9403725, 75522, 0.7543
5, 10, 10, 60, 1, heuristic, 2200, 16, 10067377, 77030, 0.7738
5, 10, 10, 65, 1, heuristic, 2209, 15, 10212138, 75616, 0.6634
5, 10, 10, 70, 1, heuristic, 2352, 15, 10943626, 77632, 0.789
5, 10, 10, 75, 1, heuristic, 2592, 16, 11375143, 77884, 0.7876
5, 10, 10, 80, 1, heuristic, 2480, 15, 11190540, 76674, 0.6595
5, 10, 10, 85, 1, heuristic, 2594, 15, 12087204, 77706, 0.7838
5, 10, 10, 90, 1, heuristic, 2847, 16, 12480773, 78564, 0.7985
5, 10, 10, 95, 1, heuristic, 2861, 17, 12813999, 78598, 0.7954
5, 10, 15, 5, 1, heuristic, 981, 16, 4624506, 84330, 0.7009
5, 10, 15, 10, 1, heuristic, 1090, 17, 5304199, 89148, 0.7914
5, 10, 15, 15, 1, heuristic, 1233, 18, 6204597, 92562, 0.8259
5, 10, 15, 20, 1, heuristic, 1344, 18, 6666269, 92648, 0.84
5, 10, 15, 25, 1, heuristic, 1567, 18, 7431944, 92342, 0.851
5, 10, 15, 30, 1, heuristic, 1657, 18, 8099521, 95078, 0.8622
5, 10, 15, 35, 1, heuristic, 1758, 19, 8682411, 94980, 0.8666
5, 10, 15, 40, 1, heuristic, 1963, 19, 9210679, 94614, 0.8741
5, 10, 15, 45, 1, heuristic, 2033, 17, 9883715, 95306, 0.8765
5, 10, 15, 50, 1, heuristic, 2189, 20, 10413052, 95822, 0.8703
5, 10, 15, 55, 1, heuristic, 2350, 22, 11033883, 96252, 0.8792
5, 10, 15, 60, 1, heuristic, 2379, 20, 11670440, 96936, 0.8832
5, 10, 15, 65, 1, heuristic, 2499, 18, 12123333, 96858, 0.882
5, 10, 15, 70, 1, heuristic, 2586, 18, 12583061, 95486, 0.8794
5, 10, 15, 75, 1, heuristic, 2695, 17, 12965521, 94706, 0.8845
5, 10, 15, 80, 1, heuristic, 2688, 17, 13013848, 94082, 0.8496
5, 10, 15, 85, 1, heuristic, 2884, 19, 13671829, 95706, 0.8865
5, 10, 15, 90, 1, heuristic, 2947, 18, 14335538, 95748, 0.879
5, 10, 15, 95, 1, heuristic, 3090, 17, 14730787, 96432, 0.8831
5, 10, 20, 5, 1, heuristic, 954, 19, 4706195, 100228, 0.6915
5, 10, 20, 10, 1, heuristic, 1094, 19, 5455837, 102018, 0.8266
5, 10, 20, 15, 1, heuristic, 1263, 19, 6459597, 104074, 0.8775
5, 10, 20, 20, 1, heuristic, 1314, 18, 6657601, 99538, 0.7582
5, 10, 20, 25, 1, heuristic, 1528, 19, 7640581, 102778, 0.8849
5, 10, 20, 30, 1, heuristic, 1696, 19, 8573776, 105658, 0.9046
5, 10, 20, 35, 1, heuristic, 1803, 20, 9194618, 105672, 0.9052
5, 10, 20, 40, 1, heuristic, 1916, 19, 9756525, 104638, 0.9084
5, 10, 20, 45, 1, heuristic, 1969, 18, 9870911, 97614, 0.7258
5, 10, 20, 50, 1, heuristic, 2144, 19, 10727641, 104408, 0.8651
5, 10, 20, 55, 1, heuristic, 2312, 19, 11597544, 105810, 0.909
5, 10, 20, 60, 1, heuristic, 2451, 20, 12208775, 105942, 0.9125
5, 10, 20, 65, 1, heuristic, 2543, 19, 12636397, 105158, 0.9102
5, 10, 20, 70, 1, heuristic, 2651, 19, 13195799, 106944, 0.9124
5, 10, 20, 75, 1, heuristic, 2736, 19, 13637003, 105492, 0.9066
5, 10, 20, 80, 1, heuristic, 2916, 19, 14257654, 106144, 0.9068
5, 10, 20, 85, 1, heuristic, 2997, 19, 14761659, 106384, 0.9147
5, 10, 20, 90, 1, heuristic, 3117, 19, 15219649, 106734, 0.9171
5, 10, 20, 95, 1, heuristic, 3218, 19, 15703239, 108184, 0.9165
5, 10, 25, 5, 1, heuristic, 915, 20, 4568351, 103572, 0.6208
5, 10, 25, 10, 1, heuristic, 1059, 20, 5317407, 109916, 0.8741
5, 10, 25, 15, 1, heuristic, 1236, 20, 6290301, 110984, 0.9026
5, 10, 25, 20, 1, heuristic, 1370, 20, 7005484, 111054, 0.909
5, 10, 25, 25, 1, heuristic, 1519, 20, 7706844, 110322, 0.8855
5, 10, 25, 30, 1, heuristic, 1691, 21, 8536418, 111888, 0.9124
5, 10, 25, 35, 1, heuristic, 1880, 21, 9200945, 111290, 0.9217
5, 10, 25, 40, 1, heuristic, 1994, 21, 9950017, 112376, 0.9156
5, 10, 25, 45, 1, heuristic, 2200, 23, 10544937, 111090, 0.9239
5, 10, 25, 50, 1, heuristic, 2236, 21, 11210470, 113118, 0.9255
5, 10, 25, 55, 1, heuristic, 2370, 21, 11904062, 112956, 0.9248
5, 10, 25, 60, 1, heuristic, 2579, 21, 12619753, 113340, 0.9229
5, 10, 25, 65, 1, heuristic, 2792, 23, 13108152, 111954, 0.9253
5, 10, 25, 70, 1, heuristic, 2858, 20, 13593319, 111888, 0.9249
5, 10, 25, 75, 1, heuristic, 2933, 21, 14183693, 112240, 0.9248
5, 10, 25, 80, 1, heuristic, 2977, 21, 14629903, 112252, 0.9151
5, 10, 25, 85, 1, heuristic, 3326, 21, 15320266, 113964, 0.915
5, 10, 25, 90, 1, heuristic, 3313, 21, 15531709, 110884, 0.92
5, 10, 25, 95, 1, heuristic, 3406, 21, 16240781, 112384, 0.9275
5, 10, 30, 5, 1, heuristic, 861, 21, 4259387, 112280, 0.6951
5, 10, 30, 10, 1, heuristic, 1052, 23, 5356619, 114960, 0.8845
5, 10, 30, 15, 1, heuristic, 1202, 21, 6024557, 112078, 0.8528
5, 10, 30, 20, 1, heuristic, 1371, 21, 7067736, 114852, 0.9204
5, 10, 30, 25, 1, heuristic, 1532, 21, 7893969, 115876, 0.9146
5, 10, 30, 30, 1, heuristic, 1716, 21, 8690191, 115104, 0.9268
5, 10, 30, 35, 1, heuristic, 1786, 21, 9080560, 113056, 0.8933
5, 10, 30, 40, 1, heuristic, 1984, 21, 10163907, 117464, 0.9282
5, 10, 30, 45, 1, heuristic, 2075, 20, 10637518, 115156, 0.9185
5, 10, 30, 50, 1, heuristic, 2327, 21, 11557298, 117280, 0.9314
5, 10, 30, 55, 1, heuristic, 2394, 21, 12188117, 117060, 0.9228
5, 10, 30, 60, 1, heuristic, 2678, 23, 12770304, 117276, 0.9316
5, 10, 30, 65, 1, heuristic, 2761, 29, 13328831, 129782, 0.8938
5, 10, 30, 70, 1, heuristic, 3011, 23, 13962388, 117406, 0.9163
5, 10, 30, 75, 1, heuristic, 3118, 24, 14418399, 116748, 0.93
5, 10, 30, 80, 1, heuristic, 3235, 25, 14818686, 115526, 0.9342
5, 10, 30, 85, 1, heuristic, 3323, 23, 15558477, 116854, 0.9316
5, 10, 30, 90, 1, heuristic, 3308, 21, 15983940, 116778, 0.9326
5, 10, 30, 95, 1, heuristic, 3392, 21, 16560977, 116592, 0.9339
5, 10, 35, 5, 1, heuristic, 831, 22, 4183852, 115054, 0.7698
5, 10, 35, 10, 1, heuristic, 1076, 22, 5278767, 118704, 0.8696
5, 10, 35, 15, 1, heuristic, 1209, 26, 6251892, 119130, 0.9206
5, 10, 35, 20, 1, heuristic, 1350, 22, 6975548, 118070, 0.9029
5, 10, 35, 25, 1, heuristic, 1543, 22, 7920847, 118776, 0.9171
5, 10, 35, 30, 1, heuristic, 1696, 22, 8659668, 118994, 0.9306
5, 10, 35, 35, 1, heuristic, 1841, 22, 9541946, 119946, 0.9311
5, 10, 35, 40, 1, heuristic, 1970, 22, 10082125, 118282, 0.9316
5, 10, 35, 45, 1, heuristic, 2111, 21, 10845502, 119828, 0.9328
5, 10, 35, 50, 1, heuristic, 2256, 22, 11564354, 119144, 0.9258
5, 10, 35, 55, 1, heuristic, 2390, 21, 12222081, 120224, 0.935
5, 10, 35, 60, 1, heuristic, 2516, 22, 12845857, 120186, 0.9348
5, 10, 35, 65, 1, heuristic, 2650, 22, 13339242, 118432, 0.9255
5, 10, 35, 70, 1, heuristic, 2753, 21, 13798805, 118714, 0.9219
5, 10, 35, 75, 1, heuristic, 2907, 21, 14596158, 118950, 0.9373
5, 10, 35, 80, 1, heuristic, 3003, 21, 15101525, 120604, 0.9368
5, 10, 35, 85, 1, heuristic, 3132, 22, 15679746, 120282, 0.937
5, 10, 35, 90, 1, heuristic, 3254, 22, 16151175, 120124, 0.9368
5, 10, 35, 95, 1, heuristic, 3482, 23, 16528986, 120664, 0.9371
5, 10, 40, 5, 1, heuristic, 833, 25, 4111841, 121074, 0.8002
5, 10, 40, 10, 1, heuristic, 1009, 24, 5063431, 118532, 0.8944
5, 10, 40, 15, 1, heuristic, 1292, 24, 6211443, 121994, 0.9108
5, 10, 40, 20, 1, heuristic, 1423, 25, 7014459, 121194, 0.928
5, 10, 40, 25, 1, heuristic, 1582, 23, 7728330, 118994, 0.8775
5, 10, 40, 30, 1, heuristic, 1814, 23, 8903907, 121582, 0.9314
5, 10, 40, 35, 1, heuristic, 1932, 22, 9500585, 122334, 0.9245
5, 10, 40, 40, 1, heuristic, 1960, 22, 10087345, 120624, 0.917
5, 10, 40, 45, 1, heuristic, 2228, 23, 10924512, 120754, 0.934
5, 10, 40, 50, 1, heuristic, 2349, 22, 11630729, 120838, 0.9337
5, 10, 40, 55, 1, heuristic, 2532, 24, 12174063, 121218, 0.935
5, 10, 40, 60, 1, heuristic, 2759, 29, 12783536, 121206, 0.9252
5, 10, 40, 65, 1, heuristic, 2799, 23, 13138424, 109628, 0.7092
5, 10, 40, 70, 1, heuristic, 2974, 24, 13996542, 119814, 0.8972
5, 10, 40, 75, 1, heuristic, 2999, 22, 14608390, 120690, 0.9374
5, 10, 40, 80, 1, heuristic, 3108, 22, 15075199, 120376, 0.9365
5, 10, 40, 85, 1, heuristic, 3211, 25, 15647667, 120516, 0.9378
5, 10, 40, 90, 1, heuristic, 3508, 22, 16417356, 122342, 0.9369
5, 10, 40, 95, 1, heuristic, 3382, 21, 16812365, 122152, 0.937
5, 10, 45, 5, 1, heuristic, 748, 22, 3925392, 122300, 0.8279
5, 10, 45, 10, 1, heuristic, 983, 22, 5144785, 122360, 0.902
5, 10, 45, 15, 1, heuristic, 1151, 22, 6026900, 121520, 0.9208
5, 10, 45, 20, 1, heuristic, 1364, 22, 7066027, 122748, 0.9297
5, 10, 45, 25, 1, heuristic, 1510, 23, 7504338, 118378, 0.819
5, 10, 45, 30, 1, heuristic, 1675, 21, 8396075, 121318, 0.8618
5, 10, 45, 35, 1, heuristic, 1803, 22, 9415956, 121350, 0.937
5, 10, 45, 40, 1, heuristic, 1967, 22, 10163859, 122292, 0.9263
5, 10, 45, 45, 1, heuristic, 2165, 22, 10983073, 123192, 0.9361
5, 10, 45, 50, 1, heuristic, 2381, 23, 11604774, 122778, 0.9269
5, 10, 45, 55, 1, heuristic, 2537, 23, 12408320, 116102, 0.8218
5, 10, 45, 60, 1, heuristic, 2525, 22, 12827551, 123336, 0.935
5, 10, 45, 65, 1, heuristic, 2670, 22, 13620107, 123304, 0.9371
5, 10, 45, 70, 1, heuristic, 2649, 22, 13458140, 122088, 0.8516
5, 10, 45, 75, 1, heuristic, 2885, 22, 14692663, 122116, 0.9386
5, 10, 45, 80, 1, heuristic, 3074, 22, 15245833, 123250, 0.9388
5, 10, 45, 85, 1, heuristic, 3186, 22, 15866014, 122618, 0.9385
5, 10, 45, 90, 1, heuristic, 3302, 23, 16424949, 123486, 0.9398
