m, m_max,m_max_0,ef_construction,ml,select_neighbor_mode,total_time_for_building_graph,total_time_for_query,total_distance_count_for_building_graph,total_distance_count_for_query,recall,connectiveness
5, 15, 40, 10, 1, simple, 568, 19, 4081889, 126152, 0.9057, 0.491340 0.500206 0.554581 0.612342 0.669033 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 40, 30, 1, simple, 978, 19, 6884803, 127102, 0.9359, 0.592894 0.586443 0.607820 0.647614 0.675305 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 40, 50, 1, simple, 1328, 19, 9132152, 127696, 0.9372, 0.607086 0.600136 0.614319 0.649095 0.675305 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 40, 70, 1, simple, 1632, 19, 11080925, 127976, 0.9393, 0.612137 0.604888 0.616662 0.649615 0.679014 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 40, 90, 1, simple, 1922, 19, 12825944, 127968, 0.9409, 0.614126 0.606166 0.617642 0.649615 0.679014 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 40, 110, 1, simple, 2182, 19, 14421491, 127986, 0.9407, 0.615262 0.607013 0.618112 0.649979 0.679014 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 45, 10, 1, simple, 573, 19, 4089712, 127372, 0.9076, 0.491689 0.500206 0.554581 0.612342 0.669033 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 45, 30, 1, simple, 971, 19, 6903638, 128104, 0.9364, 0.592995 0.586409 0.607820 0.647614 0.675305 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 45, 50, 1, simple, 1324, 19, 9163538, 128700, 0.9381, 0.607105 0.600139 0.614319 0.649095 0.675305 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 45, 70, 1, simple, 1622, 19, 11119798, 128930, 0.9404, 0.612014 0.604888 0.616662 0.649615 0.679014 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 45, 90, 1, simple, 1896, 19, 12871366, 128920, 0.9419, 0.613993 0.606169 0.617642 0.649615 0.679014 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 15, 45, 110, 1, simple, 2163, 19, 14470664, 128938, 0.9417, 0.615131 0.607016 0.618112 0.649979 0.679014 0.740158 0.780101 0.785426 0.800000 nan nan nan 
5, 20, 5, 10, 1, simple, 465, 9, 3233209, 54254, 0.3712, 0.289154 0.510966 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 5, 30, 1, simple, 711, 9, 4807669, 57814, 0.4492, 0.353177 0.584989 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 5, 50, 1, simple, 922, 9, 6106327, 59090, 0.4958, 0.394620 0.596663 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 5, 70, 1, simple, 1119, 9, 7244167, 59876, 0.5239, 0.423441 0.600354 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 5, 90, 1, simple, 1310, 10, 8275059, 60322, 0.5418, 0.438202 0.601320 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 5, 110, 1, simple, 1464, 9, 9230912, 60444, 0.5418, 0.452561 0.601662 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 10, 10, 1, simple, 524, 13, 3756379, 87358, 0.7658, 0.431171 0.510966 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 10, 30, 1, simple, 856, 14, 5977854, 91756, 0.841, 0.572100 0.585024 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 10, 50, 1, simple, 1146, 14, 7752948, 92536, 0.8584, 0.607116 0.596663 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 10, 70, 1, simple, 1400, 14, 9329107, 93028, 0.8608, 0.621084 0.600357 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 10, 90, 1, simple, 1637, 15, 10768401, 93302, 0.8658, 0.628527 0.601317 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 10, 110, 1, simple, 1865, 14, 12092361, 93524, 0.8698, 0.633184 0.601659 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 15, 10, 1, simple, 552, 16, 3986685, 104954, 0.8591, 0.470423 0.510994 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 15, 30, 1, simple, 914, 16, 6475127, 108206, 0.9078, 0.588308 0.585024 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 15, 50, 1, simple, 1231, 16, 8483201, 108648, 0.9109, 0.610387 0.596663 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 15, 70, 1, simple, 1513, 16, 10252113, 109132, 0.9142, 0.618031 0.600357 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 15, 90, 1, simple, 1779, 16, 11843171, 109370, 0.9182, 0.621623 0.601317 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 15, 110, 1, simple, 2023, 16, 13309418, 109442, 0.9184, 0.623544 0.601659 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 20, 10, 1, simple, 568, 17, 4096774, 113932, 0.8788, 0.479671 0.510994 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 20, 30, 1, simple, 959, 17, 6746829, 116758, 0.9252, 0.590827 0.584989 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 20, 50, 1, simple, 1289, 18, 8868320, 117482, 0.9269, 0.608457 0.596666 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 20, 70, 1, simple, 1575, 17, 10727974, 117642, 0.9281, 0.614355 0.600357 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 20, 90, 1, simple, 1846, 17, 12395814, 117778, 0.9303, 0.616897 0.601317 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 20, 110, 1, simple, 2098, 17, 13924699, 117842, 0.9299, 0.618435 0.601662 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 25, 10, 1, simple, 571, 18, 4153247, 119720, 0.8931, 0.489406 0.510994 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 25, 30, 1, simple, 970, 18, 6896893, 122016, 0.9284, 0.592300 0.585024 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 25, 50, 1, simple, 1315, 18, 9086431, 122636, 0.931, 0.607648 0.596666 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 25, 70, 1, simple, 1614, 18, 10994715, 122926, 0.9332, 0.613117 0.600357 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 25, 90, 1, simple, 1890, 18, 12704343, 123064, 0.936, 0.615282 0.601320 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 25, 110, 1, simple, 2146, 18, 14267062, 123096, 0.9358, 0.616472 0.601662 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 30, 10, 1, simple, 576, 18, 4182167, 123522, 0.8986, 0.490158 0.510994 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 30, 30, 1, simple, 982, 18, 6985915, 125324, 0.9336, 0.592166 0.585024 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 30, 50, 1, simple, 1327, 19, 9218262, 126094, 0.9349, 0.607237 0.596666 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 30, 70, 1, simple, 1641, 19, 11157776, 126448, 0.9369, 0.612586 0.600354 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 30, 90, 1, simple, 1919, 19, 12891327, 126452, 0.9386, 0.614615 0.601320 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 30, 110, 1, simple, 2187, 18, 14473563, 126490, 0.9385, 0.615735 0.601662 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 35, 10, 1, simple, 582, 19, 4201061, 125788, 0.9014, 0.492178 0.510966 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 35, 30, 1, simple, 996, 21, 7041503, 127538, 0.9356, 0.592774 0.585024 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 35, 50, 1, simple, 1340, 19, 9300065, 128140, 0.9363, 0.607084 0.596666 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 35, 70, 1, simple, 1651, 19, 11258071, 128486, 0.9385, 0.612323 0.600354 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 35, 90, 1, simple, 1932, 19, 13006409, 128490, 0.9402, 0.614362 0.601320 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 35, 110, 1, simple, 2206, 19, 14600434, 128510, 0.94, 0.615454 0.601662 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 40, 10, 1, simple, 586, 19, 4211354, 127320, 0.9059, 0.492116 0.510994 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 40, 30, 1, simple, 1004, 22, 7077228, 128712, 0.9362, 0.593260 0.585024 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 40, 50, 1, simple, 1354, 19, 9354371, 129294, 0.9369, 0.607223 0.596666 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 40, 70, 1, simple, 1671, 22, 11322998, 129562, 0.9391, 0.612182 0.600354 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 40, 90, 1, simple, 1935, 19, 13080384, 129576, 0.9409, 0.614178 0.601320 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 40, 110, 1, simple, 2181, 19, 14681283, 129592, 0.9407, 0.615262 0.601662 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 45, 10, 1, simple, 584, 19, 4220597, 128548, 0.9073, 0.493143 0.510966 0.561548 0.613883 0.666773 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 45, 30, 1, simple, 989, 20, 7096491, 129710, 0.9367, 0.593312 0.585024 0.605253 0.643057 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 45, 50, 1, simple, 1348, 19, 9385641, 130276, 0.9379, 0.607217 0.596663 0.609116 0.644339 0.673217 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 45, 70, 1, simple, 1658, 19, 11361941, 130538, 0.9404, 0.612075 0.600357 0.610664 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 45, 90, 1, simple, 1933, 19, 13125435, 130524, 0.9419, 0.614046 0.601320 0.610840 0.644339 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 20, 45, 110, 1, simple, 2198, 19, 14730352, 130540, 0.9417, 0.615133 0.601662 0.611301 0.644703 0.677082 0.737854 0.777323 0.785426 0.800000 nan nan nan 
5, 25, 5, 10, 1, simple, 472, 10, 3305442, 54822, 0.3641, 0.291553 0.517879 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 5, 30, 1, simple, 719, 9, 4915908, 58476, 0.45, 0.357637 0.584897 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 5, 50, 1, simple, 938, 10, 6226316, 60058, 0.4967, 0.395400 0.594997 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 5, 70, 1, simple, 1134, 10, 7371248, 61034, 0.5238, 0.423301 0.598394 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 5, 90, 1, simple, 1319, 10, 8410220, 61304, 0.5421, 0.439602 0.598898 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 5, 110, 1, simple, 1486, 10, 9370530, 61488, 0.5442, 0.453101 0.599336 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 10, 10, 1, simple, 536, 14, 3827620, 88986, 0.7735, 0.431395 0.517879 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 10, 30, 1, simple, 875, 14, 6078411, 92642, 0.841, 0.572222 0.584868 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 10, 50, 1, simple, 1157, 14, 7872442, 93522, 0.8584, 0.607341 0.594997 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 10, 70, 1, simple, 1408, 14, 9458580, 94018, 0.8611, 0.621083 0.598397 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 10, 90, 1, simple, 1650, 15, 10902873, 94298, 0.8658, 0.628419 0.598902 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 10, 110, 1, simple, 1877, 15, 12230341, 94514, 0.8698, 0.633040 0.599339 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 15, 10, 1, simple, 558, 16, 4056838, 106344, 0.8603, 0.470807 0.517850 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 15, 30, 1, simple, 930, 16, 6575736, 109202, 0.9084, 0.588632 0.584897 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 15, 50, 1, simple, 1251, 17, 8602480, 109636, 0.9109, 0.610542 0.594997 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 15, 70, 1, simple, 1533, 16, 10381180, 110124, 0.9142, 0.618065 0.598394 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 15, 90, 1, simple, 1789, 16, 11977534, 110360, 0.9182, 0.621612 0.598902 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 15, 110, 1, simple, 2047, 16, 13447708, 110430, 0.9184, 0.623544 0.599339 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 20, 10, 1, simple, 576, 17, 4165485, 115238, 0.8796, 0.481126 0.517879 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 20, 30, 1, simple, 961, 18, 6847167, 117722, 0.9255, 0.590925 0.584897 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 20, 50, 1, simple, 1298, 18, 8987727, 118466, 0.9269, 0.608577 0.594997 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 20, 70, 1, simple, 1600, 18, 10857109, 118630, 0.9281, 0.614348 0.598397 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 20, 90, 1, simple, 1866, 17, 12530351, 118768, 0.9303, 0.616890 0.598902 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 20, 110, 1, simple, 2127, 18, 14062803, 118830, 0.9299, 0.618435 0.599336 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 25, 10, 1, simple, 586, 18, 4225608, 120650, 0.8925, 0.490882 0.517850 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 25, 30, 1, simple, 983, 18, 6997854, 123058, 0.9287, 0.592630 0.584897 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 25, 50, 1, simple, 1326, 18, 9205652, 123616, 0.931, 0.607731 0.594994 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 25, 70, 1, simple, 1635, 22, 11123524, 123914, 0.9332, 0.613126 0.598394 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 25, 90, 1, simple, 1921, 18, 12838756, 124058, 0.936, 0.615289 0.598902 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 25, 110, 1, simple, 2163, 18, 14405388, 124088, 0.9358, 0.616471 0.599336 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 30, 10, 1, simple, 586, 19, 4253929, 125044, 0.9002, 0.492190 0.517879 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 30, 30, 1, simple, 996, 20, 7087192, 126332, 0.9327, 0.592578 0.584897 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 30, 50, 1, simple, 1344, 21, 9337310, 127066, 0.9349, 0.607299 0.594994 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 30, 70, 1, simple, 1654, 19, 11287071, 127438, 0.9369, 0.612586 0.598397 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 30, 90, 1, simple, 1934, 19, 13025776, 127444, 0.9386, 0.614615 0.598902 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 30, 110, 1, simple, 2216, 19, 14611671, 127478, 0.9385, 0.615744 0.599339 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 35, 10, 1, simple, 589, 19, 4272218, 127022, 0.9027, 0.493979 0.517879 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 35, 30, 1, simple, 1004, 21, 7142936, 128544, 0.9347, 0.593085 0.584868 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 35, 50, 1, simple, 1356, 19, 9419580, 129120, 0.9363, 0.607105 0.594997 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 35, 70, 1, simple, 1676, 19, 11387646, 129480, 0.9385, 0.612314 0.598397 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 35, 90, 1, simple, 1950, 19, 13140764, 129482, 0.9402, 0.614362 0.598898 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 35, 110, 1, simple, 2213, 19, 14738476, 129498, 0.94, 0.615453 0.599336 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 40, 10, 1, simple, 592, 19, 4284707, 128868, 0.9074, 0.494118 0.517879 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 40, 30, 1, simple, 1008, 21, 7178626, 129764, 0.9359, 0.593557 0.584868 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 40, 50, 1, simple, 1359, 19, 9473748, 130270, 0.9369, 0.607269 0.594997 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 40, 70, 1, simple, 1659, 19, 11452325, 130556, 0.9391, 0.612189 0.598397 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 40, 90, 1, simple, 1943, 19, 13214733, 130568, 0.9409, 0.614178 0.598898 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 40, 110, 1, simple, 2204, 19, 14819096, 130576, 0.9407, 0.615263 0.599339 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 45, 10, 1, simple, 590, 19, 4293718, 130062, 0.9085, 0.495247 0.517879 0.566395 0.616217 0.664308 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 45, 30, 1, simple, 1007, 21, 7197624, 130756, 0.9364, 0.593609 0.584868 0.604127 0.640196 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 45, 50, 1, simple, 1354, 19, 9504986, 131256, 0.9379, 0.607263 0.594997 0.607487 0.641478 0.674490 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 45, 70, 1, simple, 1666, 19, 11491130, 131524, 0.9404, 0.612076 0.598394 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 45, 90, 1, simple, 1962, 19, 13259882, 131516, 0.9419, 0.614046 0.598902 0.608667 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 25, 45, 110, 1, simple, 2217, 19, 14868508, 131528, 0.9417, 0.615123 0.599339 0.609128 0.641478 0.674386 0.736274 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 5, 10, 1, simple, 473, 9, 3343954, 55508, 0.3697, 0.293814 0.521969 0.567956 0.618407 0.667448 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 5, 30, 1, simple, 731, 9, 4975189, 58960, 0.4501, 0.359277 0.585449 0.603041 0.640359 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 5, 50, 1, simple, 952, 10, 6295765, 60452, 0.4962, 0.397200 0.594973 0.606401 0.641641 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 5, 70, 1, simple, 1150, 10, 7445793, 61324, 0.5218, 0.425122 0.597965 0.607396 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 5, 90, 1, simple, 1322, 10, 8484044, 61804, 0.539, 0.441062 0.598327 0.607396 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 5, 110, 1, simple, 1493, 10, 9450500, 61928, 0.544, 0.454661 0.598681 0.607856 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 10, 10, 1, simple, 539, 14, 3863317, 89330, 0.769, 0.433046 0.521997 0.567956 0.618407 0.667448 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 10, 30, 1, simple, 877, 14, 6137777, 93178, 0.8417, 0.572508 0.585484 0.603041 0.640359 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 10, 50, 1, simple, 1169, 15, 7942051, 94082, 0.8583, 0.607724 0.594976 0.606401 0.641641 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 10, 70, 1, simple, 1426, 14, 9533410, 94568, 0.8609, 0.621219 0.597965 0.607396 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 10, 90, 1, simple, 1671, 15, 10981361, 94894, 0.8657, 0.628385 0.598327 0.607396 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 10, 110, 1, simple, 1896, 15, 12310611, 95106, 0.8697, 0.633040 0.598678 0.607856 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 15, 10, 1, simple, 564, 16, 4094536, 106672, 0.8611, 0.471630 0.521997 0.567956 0.618407 0.667448 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 15, 30, 1, simple, 938, 17, 6634833, 109706, 0.9086, 0.588814 0.585449 0.603041 0.640359 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 15, 50, 1, simple, 1258, 17, 8671961, 110162, 0.9108, 0.610492 0.594976 0.606401 0.641641 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 15, 70, 1, simple, 1547, 17, 10456507, 110636, 0.9142, 0.618071 0.597965 0.607396 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 15, 90, 1, simple, 1811, 17, 12056182, 110878, 0.9182, 0.621612 0.598324 0.607396 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 15, 110, 1, simple, 2060, 17, 13527956, 110948, 0.9184, 0.623544 0.598678 0.607856 0.641641 0.673689 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 20, 10, 1, simple, 581, 17, 4206110, 115570, 0.88, 0.482709 0.521997 0.567956 0.618407 0.667448 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 20, 30, 1, simple, 980, 18, 6906407, 118164, 0.9255, 0.591037 0.585449 0.603041 0.640359 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
5, 30, 20, 50, 1, simple, 1302, 18, 9057035, 118984, 0.9269, 0.608639 0.594976 0.606401 0.641641 0.673793 0.734237 0.775974 0.785426 0.800000 nan nan nan 
